T,OTU,Replicate,r,K,O2_0,T_end_min,keep,has_curvature,delta_aicc_curv,fit_valid,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,N_inoculation_cells_per_L,otu_name,cell_volume_um3,cell_carbon_fg,N0_cells_per_L,C_tot_O2_mg_per_L,biomass_integral_cells_min_per_L,R_O2_mg_cell_min,growth_fgC_h,respiration_fgC_h,growth_C_per_C_h,respiration_C_per_C_h,CUE,resp_over_growth
22,4,R4,0.003413900325157007,0.0023367214644860524,10.472389528665664,625.0699999999999,TRUE,TRUE,2011.4052285824635,TRUE,74.2,699.3,74.2,120000000,Clade2_2071,8,1320,154594126.9743375,5.097934792138243,337272024304.38257,1.511520204693123e-11,270.38090575243496,340.4250736652747,0.20483401950942043,0.25789778307975353,0.44266250636608545,1.2590573758080879
22,4,R5,0.003116538633212749,0.002340801556356217,10.743077134470692,729.3900000000001,TRUE,TRUE,2266.8623827484416,TRUE,66.2,797.6,66.2,120000000,Clade2_2071,8,1320,147496817.65115666,6.5421109097346974,412226545768.7261,1.587018346316071e-11,246.8298597504497,357.4287897544032,0.18699231799276494,0.2707793861775782,0.4084837841422862,1.4480775952948781
22,5,R1,0.0024189658906686954,0.0021439817126161467,10.273744487829545,799.6,TRUE,TRUE,2253.2765172919744,TRUE,58.1,859.8,58.1,120000000,Clade2_2072,8,1320,138107678.65835035,5.245732044454959,337911406268.1864,1.5523986308682452e-11,191.5820985409607,349.6317261458558,0.14513795344012173,0.2648725198074665,0.35398596599379784,1.824970750443595
22,5,R2,0.0022518034193797663,0.002462565350367921,10.757573677119918,827.7,TRUE,TRUE,2443.1748002336717,TRUE,68.2,899.9,68.2,120000000,Clade2_2072,8,1320,139919147.22845274,5.958252440558286,338538670793.1252,1.759991680300318e-11,178.3428308148775,396.3859004704128,0.135108205162786,0.30029234884122186,0.31030783934542794,2.222606306400212
22,5,R3,0.002247633834199033,0.002508096858497948,10.703764907058213,825.68,TRUE,TRUE,3552.1033463570284,TRUE,70.2,898.9,70.2,120000000,Clade2_2072,8,1320,140509575.28451714,6.022401511439368,337389314012.3607,1.7850006687582076e-11,178.0125996685634,402.01843301059125,0.13485803005194197,0.3045594189474176,0.30690185462375325,2.258370664543397
22,5,R4,0.00141347933266526,0.004517035789815889,10.887893615851482,546.88,TRUE,TRUE,611.6012486071677,TRUE,75.2,622.7,75.2,120000000,Clade2_2072,8,1320,133457808.75466627,3.727010172112958,110116154469.70381,3.384617080083711e-11,111.94756314708859,762.2845630767944,0.0848087599599156,0.5774883053612079,0.12805244715797579,6.8093001906189246
22,5,R5,0.0016126658225202577,0.003711792411670511,10.427962487403914,617.0500000000001,TRUE,TRUE,997.8193226155777,TRUE,58.1,677.2,58.1,120000000,Clade2_2072,8,1320,131787084.89209063,3.9242731180707615,139331206380.2044,2.816506954918827e-11,127.7231331436044,634.3346153296461,0.09675994935121546,0.4805565267648834,0.1676029584365386,4.9664817932115515
22,6,R1,0.0012822127255584287,0.0031072953761420294,10.248386712347138,730.3900000000001,TRUE,TRUE,1452.0739935802617,TRUE,63.1,800.6,63.1,120000000,Clade2_2073,8,1320,130112487.62931994,3.7588554154996796,157395409688.03268,2.388160762089543e-11,101.55124786422756,537.8623460239546,0.07693276353350573,0.4074714742605717,0.15881934452895977,5.29646220342923
22,6,R2,0.001499582160899866,0.0026679373632594325,9.347553969034628,895.97,TRUE,TRUE,2979.1738911867055,TRUE,56.1,1021.3,56.1,120000000,Clade2_2073,8,1320,130531986.23893194,5.039790417575849,246577697997.53033,2.0438954773705147e-11,118.76690714326939,460.3268062759656,0.08997492965399197,0.3487324289969437,0.20509099717559542,3.8758844306745313
22,6,R3,0.0017183657430096377,0.0023882754752597725,10.042992189072082,878.9000000000001,TRUE,TRUE,3246.0171139292165,TRUE,65.2,945.1,65.2,120000000,Clade2_2073,8,1320,134226569.49104634,4.903346067965606,275579315932.4915,1.7792866824470873e-11,136.0945668463633,400.73152714929614,0.10310194458057827,0.3035844902646183,0.25351704838599687,2.9445078994349614
22,6,R4,0.0014630977327868735,0.0029819168710240977,10.809507601852749,900,TRUE,TRUE,1971.108314264874,TRUE,73.2,1004.3,73.2,120000000,Clade2_2073,8,1320,133565299.99923067,5.566858041756579,249349360347.85876,2.2325535682106607e-11,115.87734043672039,502.8164430485326,0.08778586396721241,0.38092154776403986,0.1872935263450605,4.3392128362068885
22,6,R5,0.0011837598013284898,0.0035128903396173103,10.631589052367977,707.3,TRUE,TRUE,1552.4015879415406,TRUE,68.2,776.5,68.2,120000000,Clade2_2073,8,1320,130089693.32869077,3.887693740976581,143969448979.32956,2.7003602281861602e-11,93.75377626521639,608.1760116396769,0.07102558807970938,0.46073940275733094,0.133565746718131,6.486949495444659
22,7,R1,0.004241767659380423,0.0018118460657559612,11.708642130164996,642.08,TRUE,TRUE,2521.7265214063736,TRUE,34.1,685.2,34.1,130000000,Clade3_2074,8,1320,150231693.78761694,6.080128061468425,504142131268.14923,1.2060345058196402e-11,335.9479986229295,271.6234848940502,0.2545060595628254,0.20577536734397742,0.5529357577453531,0.8085283615543202
22,7,R2,0.004407111416069935,0.0019039314191829897,10.81847924898367,598.93,TRUE,TRUE,2753.8468924162803,TRUE,37.1,641,37.1,130000000,Clade3_2074,8,1320,153091883.05651474,5.619162888237229,451827318512.6957,1.2436527536081993e-11,349.0432241527388,280.09587893470996,0.264426684964196,0.21219384767781058,0.5547949927763791,0.802467601583184
22,7,R3,0.004458692987633664,0.0021005052272242944,11.622057889692101,594.9,TRUE,TRUE,2363.8120692701896,TRUE,50.1,675.1,50.1,130000000,Clade3_2074,8,1320,162538511.75984845,6.213445268517477,480800587285.69006,1.2923123292329652e-11,353.1284846205862,291.05500443309853,0.26752157925801984,0.2204962154796201,0.5481799683182462,0.8242184278785053
22,7,R4,0.0036654717556309888,0.0023139562394328167,10.862308545966208,601.9499999999999,TRUE,TRUE,2551.7288170863285,TRUE,34.1,641,34.1,130000000,Clade3_2074,8,1320,147308206.87931266,5.102824401482115,324849666468.44696,1.5708264247141404e-11,290.30536304597433,353.78203988827187,0.21992830533785934,0.2680166968850545,0.45072355354791976,1.2186548542413425
22,7,R5,0.004276188647108508,0.0018911154332146407,11.577784768396102,635.0500000000001,TRUE,TRUE,2334.651226698636,TRUE,50.1,685.2,50.1,130000000,Clade3_2074,8,1320,161059119.85916287,6.241634538605842,531576310792.1879,1.1741746973833676e-11,338.6741408509938,264.44800844312067,0.25657131882651046,0.20033940033569747,0.5615349083885796,0.7808331860786196
22,8,R1,0.004344281953674805,0.001476923628695991,10.529532343896339,651.12,TRUE,TRUE,2459.5985741631534,TRUE,50.1,701.3,50.1,130000000,Clade3_2075,8,1320,161609507.24768168,5.413192767788338,592328133182.7487,9.13884123433696e-12,344.06713073104453,205.8252804530681,0.2606569172204883,0.15592824276747583,0.6256989980824548,0.5982125639718856
22,8,R2,0.004231538816022748,0.0016747113124910508,11.076298896711883,629.0300000000001,TRUE,TRUE,2461.2826652432423,TRUE,53.1,690.2,53.1,130000000,Clade3_2075,8,1320,162752259.06668103,5.272251688159433,512369425235.2855,1.0289942038868457e-11,335.1378742290016,231.75041032973755,0.2538923289613649,0.1755684926740436,0.5911885698782255,0.6915076693820084
22,8,R3,0.004702390775922322,0.0015049078303669228,10.954771143228436,521.71,TRUE,TRUE,2108.4933360851855,TRUE,57.2,579.9,57.2,130000000,Clade3_2075,8,1320,170121213.37721562,3.4007926744688257,384440139489.42175,8.846091563137626e-12,372.4293494530479,199.23196280676171,0.2821434465553393,0.15093330515663766,0.6514860135992299,0.5349523690851836
22,8,R4,0.004624358423137088,0.0014767167263539053,10.928035959946795,577.87,TRUE,TRUE,2631.759993550405,TRUE,62.2,642,62.2,130000000,Clade3_2075,8,1320,173325190.57894212,4.302360757734134,504976672211.75415,8.519919819048603e-12,366.24918711245743,191.88591214437045,0.27746150538822534,0.1453681152608867,0.6562016751860406,0.5239217420718849
22,8,R5,0.0052644833156519875,0.0015068080764703443,10.606594552849215,512.6800000000001,TRUE,TRUE,2295.3617765505232,TRUE,53.1,569.9,53.1,130000000,Clade3_2075,8,1320,171928469.3630144,3.9684002748548335,452798863856.4914,8.764156873221673e-12,416.9470785996374,197.38662704718826,0.31586899893911924,0.14953532352059717,0.6786980345814465,0.4734093058287708
22,9,R1,0.004440157403676067,0.0017393179698902237,11.645815836569053,598.92,TRUE,TRUE,2050.1491025569403,TRUE,37.1,674.1,37.1,130000000,Clade3_2076,8,1320,153279689.74770898,5.204556830550862,458658433978.8691,1.134734792817664e-11,351.6604663711445,255.56534026875983,0.266409444220564,0.193610106264212,0.5791263522165905,0.7267388993309094
22,9,R2,0.00420859829162858,0.00211563032068852,10.981423835494622,491.60999999999996,TRUE,TRUE,1892.1403839532427,TRUE,53.1,548.8,53.1,130000000,Clade3_2076,8,1320,162554124.4320351,3.4770303521532533,267157082686.3267,1.3014928585051548e-11,333.32098469698354,293.12264623111594,0.2525158974977148,0.22206261078114845,0.5320845615481095,0.8794005168849143
22,9,R3,0.00453529628059494,0.0016858961405982944,11.364971680219401,595.9200000000001,TRUE,TRUE,2354.1541376257,TRUE,54.1,659.1,54.1,130000000,Clade3_2076,8,1320,166150495.86464268,5.174292378353652,509943183158.96045,1.0146801740343515e-11,359.19546542311923,228.52659985611464,0.2721177768356964,0.17312621201220807,0.6111655264337593,0.6362179421917774
22,9,R4,0.004516874812547463,0.0016668219594842602,11.746959066292575,605.95,TRUE,TRUE,2473.7855109349534,TRUE,51.1,657.1,51.1,130000000,Clade3_2076,8,1320,163750962.66638336,5.328884975343444,523517247709.4758,1.0179005560291857e-11,357.7364851537591,229.25189533970652,0.2710124887528478,0.17367567828765645,0.6094438953851514,0.6408401291279293
22,9,R5,0.004358075219691199,0.001914378057383052,11.252670371023534,664.1700000000001,TRUE,TRUE,2826.776669455898,TRUE,53.1,718.3,53.1,130000000,Clade3_2076,8,1320,163849487.0645047,7.500346180768944,641946281083.6583,1.1683759843748516e-11,345.15955739954296,263.14202040739434,0.2614845131814719,0.19935001546014722,0.5674151933715511,0.7623779054241618
22,10,R1,0.004117108562378504,0.0014303969197611032,10.626611896673628,658.12,TRUE,TRUE,2514.2296304259885,TRUE,18,680.2,18,90000000,Clade4_2077,8,1320,96923075.17546578,4.871815325399234,330112094413.2898,1.475806372395395e-11,326.07499814037755,332.3815927028144,0.24702651374271026,0.2518042368960715,0.49521107795856306,1.0193409326026333
22,10,R2,0.004344462231637091,0.001486402103581533,10.707846998697368,587.85,TRUE,TRUE,2720.5720001339323,TRUE,6,635,6,90000000,Clade4_2077,8,1320,92376853.4723222,4.056737003581832,252117915369.37253,1.609063361339631e-11,344.0814087456576,362.39377523064513,0.26066773389822545,0.2745407388110948,0.4870396250991303,1.0532210285692125
22,10,R3,0.004057479661381235,0.0016663501362381033,9.981566242306787,591.87,TRUE,TRUE,2194.297098904879,TRUE,37.1,636,37.1,90000000,Clade4_2077,8,1320,104620777.10194217,4.12317622462374,258871104798.0793,1.5927525893010873e-11,321.3523891813938,358.7202578304024,0.2434487796828741,0.2717577710836382,0.4725265610863773,1.1162831517892202
22,10,R4,0.004026267244268392,0.0014931381353192289,9.818467319353589,663.12,TRUE,TRUE,2700.8334990229464,TRUE,16,683.2,16,90000000,Clade4_2077,8,1320,95988649.12909582,4.983657926327573,320382006697.2032,1.5555361481450756e-11,318.88036574605667,350.33835881062254,0.24157603465610353,0.265407847583805,0.4764964787219566,1.09865139545662
22,10,R5,0.003951927561497701,0.001531221341026759,10.459907837395443,649.08,TRUE,TRUE,2358.033120605408,TRUE,21,671.1,21,90000000,Clade4_2077,8,1320,97787831.70656985,4.650387937878787,296986033864.06573,1.565860817551888e-11,312.99266287061795,352.6636842230588,0.2371156536898621,0.2671694577447415,0.4702015750877698,1.1267474482903124
22,11,R1,0.004399982295167769,0.001506402283341277,9.975479454373845,584.87,TRUE,TRUE,2152.624609526313,TRUE,33.1,619,33.1,90000000,Clade4_2078,8,1320,104110109.50437738,4.14623667941688,286553704477.7323,1.4469318018323085e-11,348.4785977772873,325.87845249967853,0.2639989377100661,0.2468776155300595,0.5167568095182861,0.9351462459337244
22,11,R2,0.004226448297081171,0.0015901156305629233,10.800860572610684,615.95,TRUE,TRUE,2746.4934513395056,TRUE,19,637,19,90000000,Clade4_2078,8,1320,97525334.7631426,4.705875370012186,288621822207.73096,1.630464160338232e-11,334.73470512882875,367.2136701635572,0.25358689782487026,0.2781921743663312,0.4768651326949793,1.0970289741012313
22,11,R3,0.004936869225507712,0.001314896343432252,10.853024575736615,560.79,TRUE,TRUE,2598.6611781235392,TRUE,38.1,606.9,38.1,90000000,Clade4_2078,8,1320,108625304.61062264,3.977942798149753,328623051034.37463,1.2104880609040576e-11,391.00004266021085,272.62651602322586,0.29621215353046276,0.20653523941153473,0.5891868514664521,0.6972544406092185
22,11,R4,0.004525993362266442,0.001633530236957483,9.566893010934832,598.88,TRUE,TRUE,3566.6570836712035,TRUE,38.1,638,38.1,90000000,Clade4_2078,8,1320,106938084.49846795,5.066332018401852,331664409524.64124,1.5275476876349754e-11,358.45867429150223,344.03478860273185,0.27155960173598653,0.26063241560813016,0.5102662063425791,0.9597613707709003
22,11,R5,0.005005531958600672,0.0012854302462129456,10.708590841713118,556.78,TRUE,TRUE,2634.9095779930512,TRUE,36.1,594.9,36.1,90000000,Clade4_2078,8,1320,107824981.83168769,3.911588097153165,328113420974.1596,1.1921451080970017e-11,396.43813112117317,268.4953102072583,0.30033191751604027,0.20340553803580172,0.5962072389217675,0.6772691351559001
22,12,R1,0.004410866225504801,0.00207451443501743,11.191177781552296,548.75,TRUE,TRUE,1809.6704022914098,TRUE,20,572.8,20,90000000,Clade4_2079,8,1320,98300291.72408858,4.821271470536515,228454612816.79776,2.1103848204644427e-11,349.34060505998025,475.3015578210842,0.2646519735302881,0.3600769377432456,0.42362690241241585,1.3605677408713397
22,12,R2,0.004705501737940985,0.00209258051117234,10.905543856146231,560.79,TRUE,TRUE,1853.3006315749753,TRUE,44.1,605.9,44.1,90000000,Clade4_2079,8,1320,110755192.97308333,5.7796088818320985,305900630154.31647,1.8893746243400945e-11,372.675737644926,425.52556934087517,0.2823301042764591,0.32236785556126907,0.46689442172456297,1.1418118389727394
22,12,R3,0.0044201932637321344,0.0023061083124435904,10.077711913993888,444.41,TRUE,TRUE,1225.7008169575763,TRUE,25.1,470.5,25.1,90000000,Clade4_2079,8,1320,100560196.79288958,3.198399345321983,139469454167.58054,2.293261534872663e-11,350.0793064875851,516.4891111073608,0.2652115958239281,0.39127962962678853,0.40398345863929264,1.4753488753431279
22,12,R4,0.00559419518653636,0.0015380743313421273,10.373765746907624,451.45,TRUE,TRUE,1706.2483610336355,TRUE,54.2,517.6,54.2,90000000,Clade4_2079,8,1320,121877330.2872103,3.1610352547852245,250481091808.3506,1.2619855782183402e-11,443.0602587736797,284.2248036748637,0.3356517111921816,0.21532182096580585,0.6091975232957944,0.6415037188430142
22,12,R5,0.004530518020786086,0.0020616174450317727,10.900455029904078,550.7700000000001,TRUE,TRUE,2112.406041611219,TRUE,21,573.8,21,90000000,Clade4_2079,8,1320,98983240.58332223,5.0624659909948,243061238319.99414,2.0827944537705267e-11,358.8170272462581,469.08764643236066,0.2718310812471652,0.35536942911542474,0.43340379472908486,1.3073171304951012
22,13,R1,0.0018963617656530358,5.514257774872561e-4,11.549437429171588,891.3199999999999,TRUE,TRUE,2839.365986873382,TRUE,157.5,1267.4,157.5,109000000,glab_2048,8,1320,146940076.42753497,1.2855184991802402,342555959896.017,3.752725538830093e-12,150.19185183972044,84.51900702585456,0.11378170593918216,0.06402955077716255,0.6399015902614852,0.562740295099699
22,13,R2,0.0031399351533603083,4.2027783476479477e-4,11.304281558286222,657.48,TRUE,TRUE,1896.5150407980314,TRUE,129.4,791.9,129.4,109000000,glab_2048,8,1320,163637806.91350555,0.9210056069120843,358599300756.55804,2.5683418929400715e-12,248.6828641461364,57.84427991018788,0.1883961092016185,0.043821424174384754,0.8112914923464037,0.2326025965190596
22,13,R4,0.002533295620074734,3.7948671330593337e-4,10.212069144846087,672.53,TRUE,TRUE,1480.5397433616154,TRUE,122.3,794.9,122.3,109000000,glab_2048,8,1320,148586894.6940253,0.673249448693957,263608820620.95508,2.5539716277628923e-12,200.6370131099189,57.520632329008244,0.15199773720448403,0.04357623661288503,0.7771879572607273,0.2866900350908613
22,13,R5,0.003500205099109313,4.287584549160829e-4,11.317214144629355,654.54,TRUE,TRUE,1954.8040626238567,TRUE,234.7,889.3,234.7,109000000,glab_2048,8,1320,247855525.75925043,1.0883771948502934,629166139491.7458,1.729872487622281e-12,277.2162438494576,38.96024460684646,0.21001230594655879,0.02951533682336853,0.876776907742048,0.1405409873023308
22,14,R1,0.0023789727307246262,4.01559239798109e-4,11.536395136720596,564.04,TRUE,TRUE,718.7709692080584,TRUE,114.3,679.4,114.3,109000000,glab_2049,8,1320,143060049.02248314,0.4770255824048404,169945792401.95187,2.80692787778229e-12,188.4146402733904,63.21772124515859,0.14273836384347757,0.047892213064514084,0.7487695109498127,0.33552446430611454
22,14,R2,0.003050893017095877,3.11467889597124e-4,11.332397760793299,515.81,TRUE,TRUE,723.8744395168151,TRUE,88.2,624.1,88.2,109000000,glab_2049,8,1320,142656072.5510934,0.39043319613948896,178823141052.75433,2.1833482727177233e-12,241.63072695399345,49.17344103433822,0.18305358102575262,0.03725260684419562,0.8309053086326078,0.2035065724223925
22,14,R3,0.0035605917704431703,2.3760779869568544e-4,10.091256170616482,498.79999999999995,TRUE,TRUE,787.9849198919401,TRUE,129.4,661.3,129.4,109000000,glab_2049,8,1320,172791982.43094882,0.32741192089658294,238098897400.68057,1.3751089336025085e-12,281.99886821909905,30.97024826832876,0.2136355062265902,0.023462309294188455,0.9010437559593109,0.10982401618813031
22,14,R4,0.004183522800149357,1.9740457450798614e-4,11.423060727965835,516.86,TRUE,TRUE,952.1286337106194,TRUE,144.4,669.3,144.4,109000000,glab_2049,8,1320,199427063.81483772,0.36291223252613364,366630414394.20404,9.898585013078795e-13,331.33500577182906,22.293625462608176,0.2510113680089614,0.016889110198945588,0.9369575212708705,0.0672842442671466
22,14,R5,0.004385740971216568,1.7207030390712055e-4,10.91879614716458,568.05,TRUE,TRUE,1234.1304580290807,TRUE,117.3,685.4,117.3,109000000,glab_2049,8,1320,182325818.51027825,0.4346035952093802,460506283913.06525,9.437517149959782e-13,347.3506849203522,21.255206916963612,0.2631444582729941,0.01610242948254819,0.9423362257965626,0.06119235642744579
22,15,R1,0.0034992475664871845,3.209371022962781e-4,11.269591679041762,474.69,TRUE,TRUE,543.2272281353653,TRUE,112.3,588,112.3,109000000,glab_2050,8,1320,161469033.93629655,0.3911576172047311,196798195393.95175,1.9876077441752427e-12,277.14040726578503,44.764966464070575,0.20995485398923108,0.033912853381871645,0.8609374986649414,0.16152450270862084
22,15,R2,0.002105235684480023,4.60915399755436e-4,11.260361644089901,534.9000000000001,TRUE,TRUE,520.5902175415904,TRUE,107.3,643.2,107.3,109000000,glab_2050,8,1320,136624962.38402048,0.4561736874138314,135219419695.16408,3.3735811649112247e-12,166.73466621081784,75.97990506609547,0.1263141410688014,0.05756053414098142,0.6869577929896515,0.45569350869139086
22,15,R3,0.002540097334350489,4.969741239519285e-4,11.181076715999218,462.64000000000004,TRUE,TRUE,569.5217409326706,TRUE,144.4,607.1,144.4,109000000,glab_2050,8,1320,157297345.93804845,0.4379917013671307,138628811536.68286,3.1594565120485997e-12,201.17570888055874,71.15738264807,0.15240584006102936,0.053907108066719694,0.7387119492212364,0.353707627247966
22,15,R4,0.004914196353219008,2.176236587672163e-4,10.763248593620766,463.64000000000004,TRUE,TRUE,831.0550300810191,TRUE,116.3,580,116.3,109000000,glab_2050,8,1320,193034497.8190924,0.3879881671266245,344149627045.60754,1.1273822100501865e-12,389.2043511749454,25.39093891789385,0.2948517811931404,0.01923555978628322,0.9387572904839123,0.06523806540508266
22,15,R5,0.004432062782402736,3.642713707357339e-4,11.041557393142243,370.3399999999999,TRUE,TRUE,493.2167608421787,TRUE,114.3,563.9,114.3,109000000,glab_2050,8,1320,180897877.30589974,0.3420944318575689,169884765954.0523,2.0136851585038122e-12,351.0193723662967,45.35228284040743,0.26592376694416414,0.03435779003061169,0.8855814177309005,0.12920165213298054
22,16,R1,0.0040984972108449496,0.004111578715286406,10.544995024259538,452.29999999999995,TRUE,TRUE,1166.989554338625,TRUE,37.1,491.4,37.1,43500000,para_2051,32,5280,50643717.45583471,5.400899100013334,66524716409.20395,8.11863528555546e-11,1298.4039163956802,1828.4816878831166,0.24590983265069702,0.346303349977863,0.4152387009678123,1.408253367687701
